case_identifier,case_title,document_title,document_type,party,argument_summary,legal_basis,key_keywords,court_followed,tribunal_reasoning
IDS-621,B3 Croatian Courier v. Croatia,Award (Excerpts),Award (Final),Respondent,The Respondent argued that the 2015 CCA Decision was correct.,Croatian Competition Act,"['CCA', 'competition law', '2015 CCA Decision', 'predatory pricing']",Yes,"The Tribunal found that, in the 2015 CCA Decision, the CCA abided by the requirements of due process, correctly identified the relevant facts and applicable law, and applied the law so identified to those facts. The Tribunal considers that it is not its role to correct simple errors of judgment made by the CCA."
IDS-621,B3 Croatian Courier v. Croatia,Award (Excerpts),Award (Final),Respondent,The Respondent argued that the failed acquisition of [...] was not caused by the Respondent's actions.,Croatian Competition Act,"['failed acquisition', 'causal link', 'competition law', 'predatory pricing']",Yes,"The Tribunal found that there is a direct causal link between [...]'s competitive challenge to [...] and the failure of the [...] transaction. However, this is not sufficient in order to establish a breach of the Treaty. Since [...]'s discounts were found by the CCA to be in line with the Croatian Competition Act, [...]'s loss of revenues and customers was simply the normal, to be expected result of competition on the merits, of market forces at play."
IDS-621,B3 Croatian Courier v. Croatia,Award (Excerpts),Award (Final),Respondent,The Respondent argued that the Claimant's claim for damages should be dismissed.,"BIT Article 3(1), Article 6","['damages', 'causal link', 'Article 3(1)', 'Article 6']",Yes,"The Tribunal concluded that Claimant's damages claim must be dismissed because the calculation of damages is based on a finding of a Treaty breach consisting of a complex act that encompasses Respondent's treatment of value-added services, HAKOM's and the CCA's conduct with respect to [...]'s prices and discounts, HAKOM's decision regarding [...]'s compensation fund and the failure of the [...] transaction. Claimant did not isolate the losses allegedly stemming from these individual claims but only calculated their aggregate effect. The Tribunal also considers that Claimant has not succeeded in its attempt to establish a causal link between, on the one hand, HAKOM's conduct and, on the other hand, the losses allegedly incurred by [...]."
IDS-621,B3 Croatian Courier v. Croatia,Award (Excerpts),Award (Final),Respondent,The Respondent argued that the costs of the arbitration should not be borne by the Respondent.,ICSID Convention Article 61(2),"['costs', 'ICSID Convention', 'Article 61(2)', 'allocation of costs']",No,The Tribunal ordered that Respondent bear all the costs of this arbitration and reimburse Claimant for its costs.
IDS-622,BayWa v. Spain,Award,Award (Final),Claimant,The Claimants argued that the claw-back operation of the Disputed Measures breached Article 10.1 of the ECT.,ECT Art. 10.1,"['claw-back', 'Disputed Measures', 'stability', 'ECT Art. 10.1']",Yes,The Tribunal found that the claw-back of subsidies was inconsistent with the principle of stability in Article 10.1 of the ECT.
IDS-622,BayWa v. Spain,Award,Award (Final),Claimant,"Claimants argued that the Standard NAV should be calculated using the formula in RDL 9/2013, using the initial investment, a 7,398% return, and actual inflation data.","RDL 9/2013, RD 413/2014","['Standard NAV', 'RDL 9/2013', '7,398% return', 'Disputed Measures']",Yes,The Tribunal found that this approach was acceptable as it tracked the formula in the applicable legislation and eliminated the retroactive reduction in the allowed return.
IDS-622,BayWa v. Spain,Award,Award (Final),Claimant,Claimants argued that the date of valuation for the Standard NAV should be 13 July 2013.,RDL 9/2013,"['valuation date', 'RDL 9/2013', 'Disputed Measures']",Yes,The Tribunal agreed that 13 July 2013 was the correct date because it was the date following the introduction of RDL 9/2013.
IDS-622,BayWa v. Spain,Award,Award (Final),Claimant,Claimants argued that the Tribunal should consider subsequent developments and ex-post data in calculating damages.,,"['ex-post data', 'but-for scenario', 'damages']",Yes,The Tribunal agreed that subsequent developments should be considered to compensate the Claimants for losses caused as compared to the counterfactual.
IDS-622,BayWa v. Spain,Award,Award (Final),Claimant,"Claimants argued that the value of damages as of 13 July 2013 should be capitalized to the actual payment date using the target rate of return of 7,398%.","Decision, para. 496","['capitalization rate', '7,398% return', 'pre-award interest']",No,"The Tribunal rejected this argument, stating that the 7,398% return was a pre-tax growth figure and that the amounts received were not reinvested to earn the same return. The Tribunal also found that the approach was economically incorrect."
IDS-622,BayWa v. Spain,Award,Award (Final),Claimant,Claimants argued that Respondent should pay the entire costs of the arbitration and all costs incurred by the Claimants.,ECT Part III,"['costs', 'arbitration costs', 'legal representation costs']",No,"The Tribunal decided that costs should be shared equally between the parties, with each party bearing its own legal representation costs, due to the balanced findings."
IDS-622,BayWa v. Spain,Award,Award (Final),Respondent,Respondent argued that the value of the Plants should be based on the audited financial statements.,,"['audited financial statements', 'book value', 'Standard NAV']",No,The Tribunal found that the actual value or book value of the asset was irrelevant and that the NAV should be calculated per the formula set out in RDL 9/2013.
IDS-622,BayWa v. Spain,Award,Award (Final),Respondent,Respondent argued that the valuation date should be 16 June 2014.,,"['valuation date', 'Disputed Measures']",No,The Tribunal determined that 13 July 2013 was the correct date for determination of the NAV.
IDS-622,BayWa v. Spain,Award,Award (Final),Respondent,Respondent argued that the Claimants' approach of using actual production data was inconsistent with the Decision.,,"['actual production data', 'Standard Facility', 'Disputed Measures']",No,The Tribunal found that the Claimants' approach was consistent with the Tribunal’s findings on liability in that it permits to eliminate the Disputed Measures’ retroactive reduction in the allowed return.
IDS-622,BayWa v. Spain,Award,Award (Final),Respondent,"Respondent argued that the use of the 7,398% capitalisation rate to extrapolate damages until the date of expected payment is effectively the same as awarding Claimants pre-award interest at an annual compounded rate of 7,398%.",,"['pre-award interest', '7,398% rate', 'economic perspective']",Yes,"The Tribunal agreed with the Respondent's argument and rejected the Claimants' proposal to use the 7,398% capitalization rate."
IDS-622,BayWa v. Spain,Award,Award (Final),Respondent,"Respondent argued that the Tribunal should order that the Claimants bear the costs of this arbitration, as well as the Respondent’s costs for legal representation.",ICSID Convention Art. 61(2),"['costs', 'arbitration costs', 'legal representation costs', 'ICSID Convention Art. 61(2)']",No,"The Tribunal decided that costs should be shared equally between the parties, with each party bearing its own legal representation costs, due to the balanced findings."
,Riverside Coffee v. Nicaragua,Procedural Order No. 7 (Decision on the Respondent’s Application for Security for Costs),Interim & Provisional Measures,Respondent,The Respondent argued that the Tribunal has the authority to order security for costs as a provisional measure under Article 47 of the ICSID Convention and ICSID Arbitration Rule 39.,"ICSID Convention Art. 47, ICSID Arbitration Rule 39","['provisional measures', 'security for costs', 'ICSID Convention', 'ICSID Arbitration Rules']",Yes,"The Tribunal agreed, citing the relevant articles and rules as the basis for its authority."
,Riverside Coffee v. Nicaragua,Procedural Order No. 7 (Decision on the Respondent’s Application for Security for Costs),Interim & Provisional Measures,Respondent,"The Respondent argued that to grant the Application, it must prove the existence of exceptional circumstances, urgency, and necessity.","ICSID Convention Art. 47, ICSID Arbitration Rule 39, Case Law","['exceptional circumstances', 'urgency', 'necessity', 'provisional measures', 'security for costs']",Yes,"The Tribunal agreed, citing the relevant articles, rules, and established jurisprudence."
,Riverside Coffee v. Nicaragua,Procedural Order No. 7 (Decision on the Respondent’s Application for Security for Costs),Interim & Provisional Measures,Respondent,The Respondent argued that the right to an enforceable costs award is a right entitled to protection under Article 47 of the ICSID Convention and ICSID Arbitration Rule 39(1).,"ICSID Convention Art. 47, ICSID Arbitration Rule 39(1), Case Law","['costs award', 'enforcement', 'provisional measures', 'ICSID Convention', 'ICSID Arbitration Rules']",Yes,"The Tribunal agreed, citing relevant case law."
,Riverside Coffee v. Nicaragua,Procedural Order No. 7 (Decision on the Respondent’s Application for Security for Costs),Interim & Provisional Measures,Respondent,The Respondent argued that it has shown a plausible case to protect its right to an enforceable costs award.,Case Law,"['plausible case', 'costs award', 'security for costs']",,
